Артикул;Название;Цена;Остаток
8262;Поликарбонатное стекло внешнее 395х118мм для маски Guardian;223;0
8263;Поликарбонатное стекло внутреннее 104х69мм для маски Guardian;82;99
8568;Батарея аккумуляторная для турбоблока Guardian Air;10587;0
9787;Оголовье с механизмом движения для маски Ultimate A;;0
9793;Оголовье с механизмом движения для маски Ultimate FC;;0
9798;Механизм крепления оголовья Ultimate 2;;99
9799;Механизм крепления оголовья Ultimate 1;;99
6557;Средство предотвращения налипания сварочных брызг GLAZER 25 (500мл);612;0
8910;Спрей антипригарный Foxweld ASL-05;288;0
8911;Антипригарная паста Foxweld ASP-400;498;99
8912;Антипригарная жидкость Foxweld ASL-1;310;0
8913;Антипригарная жидкость Foxweld ASL-10;1990;9
8914;Антипригарная жидкость Foxweld ASL-20;3868;5
9106;Спрей антипригарный от налипания брызг FoxWeld ASL-04;320;0
9247;Антипригарный керамический спрей FOXWELD ASL-05 Ceramic;1377;99
9248;Охлаждающая жидкость для БЖО FOXWELD CL-65, 10 литров;2837;9
9249; Охлаждающая жидкость для БЖО FOXWELD CL-65, 5 литров;1526;0
4174;Проволока сварочн. омедн. ER70S-6 (ан.Св08Г2С) д.1,0мм D200 (5кг) Foxweld;1278;99
4175;Проволока сварочная омедненная ER 70S-6 Foxweld (Св08Г2С) д.1.0мм, 15кг D300 (пр-во FoxWeld/КНР);3868;99
5341;Foxweld Проволока сварочная омедненная ER70S-6 (Св08Г2С) д.1.2мм, 5кг D200 (пр-во FoxWeld/КНР);1246;99
4176;Foxweld Проволока сварочная омедненная  ER 70S-6 (Св08Г2С) д.1.2мм, 15кг D300 (пр-во FoxWeld/КНР);3758;99
4173;Проволока сварочн. омедн. ER70S-6 (ан.Св08Г2С) д.0,8мм D200 (5кг) Foxweld;1647;99
4177;Foxweld Проволока сварочная омедненная ER 70S-6 (Св08Г2С) д.0.8мм, 15кг D300 (пр-во FoxWeld/КНР);4090;99
4678;Проволока сварочная омедненная  ER 70S-6 Foxweld (Св08Г2С) д.0.8мм, 1кг D100 (пр-во FoxWeld/КНР) ;343;99
4291;Проволока сварочная омедненная Foxweld ER70S-6 (Св08Г2С) д.0.6мм, 5кг D200 (пр-во FoxWeld/КНР);1772;9
5100;Проволока сварочная омедненная ER 70S-6 Foxweld (Св08Г2С) д.0.6мм, 1кг D100 (пр-во FoxWeld/КНР);390;99
8012;Проволока сварочная омедненная Св.08Г2С (ан. ER70S-6) Foxweld д. 0,8мм, D200, 5 кг (Россия);875;99
8013;Проволока сварочная омедненная Св.08Г2С (ан. ER70S-6) Foxweld д. 1,0мм, D300, 15 кг (Россия);2491;9
8014;Проволока сварочная омедненная Св.08Г2С (ан.ER70S-6) Foxweld д. 1,2мм, D300, 15кг (Россия);2359;5
8045;Проволока сварочная омедненная Св.08Г2С (ан. ER70S-6) Foxweld д. 1,0мм, D200, 5 кг (Россия);1298;99
8046;Проволока сварочная Св.08Г2С полированная (ан. ER70S-6) Foxweld д. 1,2мм, D300, 15 кг (Россия);2359;9
8461;Проволока сварочная омедненная Св.08Г2С (ан. ER70S-6) Foxweld д.0.8мм, D300, 15кг (Россия);2491;9
8555;Проволока сварочная омедненная ER70S-6 (ан. Св.08Г2С) Foxweld д. 1,0 мм, D100, 1,0 кг;328;99
8562;Проволока сварочн. светлая Св.08ГА Foxweld д. 4,0мм, К415-25, 25 кг (Россия);;0
9993;Проволока сварочная омедненная Св.08Г2С (ан. ER70S-6) Foxweld д. 1.6 мм, D300, 15 кг (Россия);2625;5
4347;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.0.8мм, 0,5кг D100 (пр-во FoxWeld/КНР);752;99
1563;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.0.8мм, 1.8кг D200 (пр-во FoxWeld/КНР);2505;99
1587;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.1.6мм, 7кг D300 (пр-во FoxWeld/КНР);8670;1
1585;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.1.2мм, 7кг D300 (пр-во FoxWeld/КНР);8754;1
1583;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.1.2мм, 1.8кг D200 (пр-во FoxWeld/КНР);2447;9
1564;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.0.8мм, 7кг D300 (пр-во FoxWeld/КНР);9470;9
4306;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.1.2мм, 0,5кг D100 (пр-во FoxWeld/КНР);720;99
1581;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.1.0мм, 7кг D300 (пр-во FoxWeld/КНР);8573;9
1580;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.1.0мм, 1.8кг D200 (пр-во FoxWeld/КНР);2427;99
4305;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.1.0мм, 0,5кг D100 (пр-во FoxWeld/КНР);712;99
1577;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.0.8мм, 7кг D300 (пр-во FoxWeld/КНР);10788;9
1576;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.0.8мм, 1.8кг D200 (пр-во FoxWeld/КНР);2653;99
4304;FoxWeld Проволока алюминиевая AL Si 5 (ER-4043) д.0.8мм, 0,5кг D100 (пр-во FoxWeld/КНР);752;99
1574;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.1.6мм, 7кг D300 (пр-во FoxWeld/КНР);8754;5
1572;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.1.2мм, 7кг D300 (пр-во FoxWeld/КНР);8754;99
1570;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.1.2мм, 1.8кг D200 (пр-во FoxWeld/КНР);2394;99
4303;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.1.2мм, 0,5кг D100 (пр-во FoxWeld/КНР);730;99
1568;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.1.0мм, 7кг D300 (пр-во FoxWeld/КНР);8879;9
1567;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.1.0мм, 1.8кг D200 (пр-во FoxWeld/КНР);2427;99
4302;FoxWeld Проволока алюминиевая AL Mg 5 (Св-АМг5/ER-5356) д.1.0мм, 0,5кг D100 (пр-во FoxWeld/КНР);712;99
4307;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.0.6мм, 5кг D200 ;4290;99
3438;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.1.6мм, 15кг D300 ;12974;9
3439;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.1.2мм, 5кг D200 ;4056;99
1595;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.1.2мм, 15кг D300 ;13046;99
1592;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.1.0мм, 5кг D200 ;5566;99
1597;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.1.0мм, 15кг D300 ;13162;99
1594;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.1.0мм, 1кг D100 ;1183;99
1591;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.0.8мм, 5кг D200 ;6160;99
1596;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.0.8мм, 15кг D300;13225;99
1593;FoxWeld Проволока нержавейка ER-308 LSi (Св-04Х19Н9) д.0.8мм, 1кг D100 ;827;99
5324;Foxweld Проволока сварочная самозащитная порошковая E71T-GS д.0.8мм, 5кг D200 (пр-во FoxWeld/КНР);2027;99
4872;Foxweld Проволока сварочная самозащитная порошковая E71T-GS д.0.8мм, 0,9кг D100 (пр-во FoxWeld/КНР);490;99
5170;FoxWeld Проволока медная CuSi3 д.1.0мм, 5кг D200 (пр-во FoxWeld/КНР);16368;99
5169;FoxWeld Проволока медная CuSi3 д.0.8мм, 5кг D200 (пр-во FoxWeld/КНР);16508;99
5168;Проволока медн. CuSi3 д.0.8мм, 1кг FoxWeld;3367;99
6559;Мотопомпа бензиновая VARTEG 1100W80;16019;0
4287;FoxWeld Мотопомпа бензиновая FoxPump G1000-80W (пр-во FoxWeld/КНР);18900;0
7250;Мотопомпа бензиновая FoxWeld 600W50;13828;9
7251;Мотопомпа бензиновая FoxWeld 1100W80;14650;1
7252;Мотопомпа бензиновая FoxWeld 1500W100;39800;9
8637;Мотопомпа бензиновая FoxWeld 1350T80 для грязной воды;27500;9
6584;Дренажный насос FoxAqua DPS-800F;6451;99
6585;Дренажный насос FoxAqua DPS-1100F;7091;0
6583;Дренажный насос FoxAqua DPP-900F;4851;1
6582;Дренажный насос FoxAqua DPP-750F;4673;0
6581;Дренажный насос FoxAqua DPI-450F;4705;9
6580;Дренажный насос FoxAqua DPP-450F;3897;0
6579;Дренажный насос FoxAqua BP-410;4670;99
7206;Электрическая тепловая пушка FoxHeat E 4;4193;0
7205;Электрическая тепловая пушка FoxHeat E 3;3082;0
8881;Электрическая тепловая пушка FoxHeat E 9C с керамическим нагревательным элементом (2кВт);2724;99
8882;Электрическая тепловая пушка FoxHeat E 10C с керамическим нагревательным элементом (3кВт);4583;99
8883;Электрическая тепловая пушка FoxHeat E 11C с керамическим нагревательным элементом (5 кВт 1ф);9626;9
8884;Электрическая тепловая пушка FoxHeat E 11C-3 с керамическим нагревательным элементом (5 кВт 3ф);9622;1
7209;Газовая тепловая пушка FoxHeat P 33;12489;99
